year,CTYNAME,month,type,amount
1994,Cuba,1,1,0
1995,Cuba,1,1,0
1996,Cuba,1,1,0
1997,Cuba,1,1,0
1998,Cuba,1,1,0
1999,Cuba,1,1,0
2000,Cuba,1,1,0
2001,Cuba,1,1,0
2002,Cuba,1,1,0
2003,Cuba,1,1,0.027547
2004,Cuba,1,1,0
2005,Cuba,1,1,0
2006,Cuba,1,1,0
2007,Cuba,1,1,0
2008,Cuba,1,1,0
2009,Cuba,1,1,0
2010,Cuba,1,1,0
2011,Cuba,1,1,0
2012,Cuba,1,1,0
2013,Cuba,1,1,0
1985,Jamaica,1,1,22.7
1986,Jamaica,1,1,24.2
1987,Jamaica,1,1,22.7
1988,Jamaica,1,1,28
1989,Jamaica,1,1,20.7
1990,Jamaica,1,1,46.3
1991,Jamaica,1,1,37.6
1992,Jamaica,1,1,41.3
1993,Jamaica,1,1,48.2
1994,Jamaica,1,1,52
1995,Jamaica,1,1,51.2
1996,Jamaica,1,1,57.7
1997,Jamaica,1,1,54.9
1998,Jamaica,1,1,58.2
1999,Jamaica,1,1,50.9
2000,Jamaica,1,1,52.3
2001,Jamaica,1,1,29.3
2002,Jamaica,1,1,28.6
2003,Jamaica,1,1,38.177604
2004,Jamaica,1,1,23.080214
2005,Jamaica,1,1,27.416627
2006,Jamaica,1,1,29.831828
2007,Jamaica,1,1,57.605283
2008,Jamaica,1,1,48.955596
2009,Jamaica,1,1,40.851173
2010,Jamaica,1,1,24.470528
2011,Jamaica,1,1,15.753269
2012,Jamaica,1,1,33.942257
2013,Jamaica,1,1,41.625068
1992,Turks and Caicos 1slands,1,1,0.5
1993,Turks and Caicos 1slands,1,1,0.4
1994,Turks and Caicos 1slands,1,1,0.1
1995,Turks and Caicos 1slands,1,1,0.4
1996,Turks and Caicos 1slands,1,1,0.3
1997,Turks and Caicos 1slands,1,1,0.4
1998,Turks and Caicos 1slands,1,1,0.3
1999,Turks and Caicos 1slands,1,1,0.1
2000,Turks and Caicos 1slands,1,1,0.5
2001,Turks and Caicos 1slands,1,1,0.4
2002,Turks and Caicos 1slands,1,1,0.6
2003,Turks and Caicos 1slands,1,1,0.210662
2004,Turks and Caicos 1slands,1,1,0.382743
2005,Turks and Caicos 1slands,1,1,0.502601
2006,Turks and Caicos 1slands,1,1,0.644276
2007,Turks and Caicos 1slands,1,1,0.755097
2008,Turks and Caicos 1slands,1,1,0.401222
2009,Turks and Caicos 1slands,1,1,0.822586
2010,Turks and Caicos 1slands,1,1,0.481465
2011,Turks and Caicos 1slands,1,1,0.927424
2012,Turks and Caicos 1slands,1,1,0.761363
2013,Turks and Caicos 1slands,1,1,0.686292
1992,Cayman 1slands,1,1,0.2
1993,Cayman 1slands,1,1,1.1
1994,Cayman 1slands,1,1,1.8
1995,Cayman 1slands,1,1,1.1
1996,Cayman 1slands,1,1,1.2
1997,Cayman 1slands,1,1,3.4
1998,Cayman 1slands,1,1,3.3
1999,Cayman 1slands,1,1,3.1
2000,Cayman 1slands,1,1,0.1
2001,Cayman 1slands,1,1,0.1
2002,Cayman 1slands,1,1,0.4
2003,Cayman 1slands,1,1,1.101886
2004,Cayman 1slands,1,1,0.619935
2005,Cayman 1slands,1,1,0.919886
2006,Cayman 1slands,1,1,1.561504
2007,Cayman 1slands,1,1,4.181234
2008,Cayman 1slands,1,1,0.607228
2009,Cayman 1slands,1,1,1.433212
2010,Cayman 1slands,1,1,0.599687
2011,Cayman 1slands,1,1,0.750699
2012,Cayman 1slands,1,1,0.826176
2013,Cayman 1slands,1,1,4.805534
1985,Haiti,1,1,31.2
1986,Haiti,1,1,29.9
1987,Haiti,1,1,23.4
1988,Haiti,1,1,25.8
1989,Haiti,1,1,19.6
1990,Haiti,1,1,26.1
1991,Haiti,1,1,15
1992,Haiti,1,1,0.5
1993,Haiti,1,1,7
1994,Haiti,1,1,7
1995,Haiti,1,1,5.2
1996,Haiti,1,1,7.1
1997,Haiti,1,1,8.4
1998,Haiti,1,1,14.3
1999,Haiti,1,1,14.3
2000,Haiti,1,1,16.2
2001,Haiti,1,1,17.7
2002,Haiti,1,1,13.9
2003,Haiti,1,1,16.214502
2004,Haiti,1,1,17.768909
2005,Haiti,1,1,21.040946
2006,Haiti,1,1,23.111432
2007,Haiti,1,1,26.152208
2008,Haiti,1,1,18.96703
2009,Haiti,1,1,20.897777
2010,Haiti,1,1,6.401135
2011,Haiti,1,1,34.478233
2012,Haiti,1,1,34.378523
2013,Haiti,1,1,46.279035
1985,Dominican Republic,1,1,84.3
1986,Dominican Republic,1,1,70.4
1987,Dominican Republic,1,1,56.6
1988,Dominican Republic,1,1,64
1989,Dominican Republic,1,1,84.3
1990,Dominican Republic,1,1,97.6
1991,Dominican Republic,1,1,102.2
1992,Dominican Republic,1,1,111.6
1993,Dominican Republic,1,1,118.7
1994,Dominican Republic,1,1,130.4
1995,Dominican Republic,1,1,159
1996,Dominican Republic,1,1,178
1997,Dominican Republic,1,1,210.7
1998,Dominican Republic,1,1,204.2
1999,Dominican Republic,1,1,181.6
2000,Dominican Republic,1,1,178.9
2001,Dominican Republic,1,1,252
2002,Dominican Republic,1,1,194.5
2003,Dominican Republic,1,1,225.669461
2004,Dominican Republic,1,1,238.556311
2005,Dominican Republic,1,1,235.433734
2006,Dominican Republic,1,1,273.77511
2007,Dominican Republic,1,1,242.813564
2008,Dominican Republic,1,1,246.709465
2009,Dominican Republic,1,1,185.989638
2010,Dominican Republic,1,1,183.301486
2011,Dominican Republic,1,1,223.151344
2012,Dominican Republic,1,1,267.584205
2013,Dominican Republic,1,1,276.272418
1992,Anguilla,1,1,0
1993,Anguilla,1,1,0
1994,Anguilla,1,1,0
1995,Anguilla,1,1,0
1996,Anguilla,1,1,0
1997,Anguilla,1,1,0
1998,Anguilla,1,1,0
1999,Anguilla,1,1,0.3
2000,Anguilla,1,1,0.1
2001,Anguilla,1,1,0
2002,Anguilla,1,1,0
2003,Anguilla,1,1,0.03152
2004,Anguilla,1,1,0.082309
2005,Anguilla,1,1,0.045504
2006,Anguilla,1,1,0.028952
2007,Anguilla,1,1,0.440031
2008,Anguilla,1,1,0.241894
2009,Anguilla,1,1,0.339494
2010,Anguilla,1,1,0.145726
2011,Anguilla,1,1,0.330284
2012,Anguilla,1,1,0.280854
2013,Anguilla,1,1,0.312238
1992,British Virgin 1slands,1,1,0.4
1993,British Virgin 1slands,1,1,0.1
1994,British Virgin 1slands,1,1,2.7
1995,British Virgin 1slands,1,1,2.6
1996,British Virgin 1slands,1,1,0.4
1997,British Virgin 1slands,1,1,0.3
1998,British Virgin 1slands,1,1,0.5
1999,British Virgin 1slands,1,1,1.1
2000,British Virgin 1slands,1,1,1.3
2001,British Virgin 1slands,1,1,0.7
2002,British Virgin 1slands,1,1,7.8
2003,British Virgin 1slands,1,1,2.197849
2004,British Virgin 1slands,1,1,1.416589
2005,British Virgin 1slands,1,1,15.8699
2006,British Virgin 1slands,1,1,7.048673
2007,British Virgin 1slands,1,1,0.367547
2008,British Virgin 1slands,1,1,0.441871
2009,British Virgin 1slands,1,1,0.509756
2010,British Virgin 1slands,1,1,9.875348
2011,British Virgin 1slands,1,1,0.261893
2012,British Virgin 1slands,1,1,0.464445
2013,British Virgin 1slands,1,1,0.364946
1992,St Kitts and Nevis,1,1,0.9
1993,St Kitts and Nevis,1,1,1.5
1994,St Kitts and Nevis,1,1,1.2
1995,St Kitts and Nevis,1,1,1.2
1996,St Kitts and Nevis,1,1,1.5
1997,St Kitts and Nevis,1,1,1.4
1998,St Kitts and Nevis,1,1,1.8
1999,St Kitts and Nevis,1,1,2.2
2000,St Kitts and Nevis,1,1,2.3
2001,St Kitts and Nevis,1,1,3.4
2002,St Kitts and Nevis,1,1,2.9
2003,St Kitts and Nevis,1,1,4.077702
2004,St Kitts and Nevis,1,1,3.14773
2005,St Kitts and Nevis,1,1,3.509925
2006,St Kitts and Nevis,1,1,3.077059
2007,St Kitts and Nevis,1,1,3.951022
2008,St Kitts and Nevis,1,1,4.432578
2009,St Kitts and Nevis,1,1,3.31031
2010,St Kitts and Nevis,1,1,2.480722
2011,St Kitts and Nevis,1,1,3.069681
2012,St Kitts and Nevis,1,1,4.243155
2013,St Kitts and Nevis,1,1,3.401011
1992,Antigua and Barbuda,1,1,0.2
1993,Antigua and Barbuda,1,1,0.9
1994,Antigua and Barbuda,1,1,0.5
1995,Antigua and Barbuda,1,1,0.3
1996,Antigua and Barbuda,1,1,0.2
1997,Antigua and Barbuda,1,1,0.7
1998,Antigua and Barbuda,1,1,0.2
1999,Antigua and Barbuda,1,1,0.3
2000,Antigua and Barbuda,1,1,0.1
2001,Antigua and Barbuda,1,1,0.1
2002,Antigua and Barbuda,1,1,0.1
2003,Antigua and Barbuda,1,1,0.263177
2004,Antigua and Barbuda,1,1,0.292094
2005,Antigua and Barbuda,1,1,0.454007
2006,Antigua and Barbuda,1,1,0.461054
2007,Antigua and Barbuda,1,1,1.010899
2008,Antigua and Barbuda,1,1,0.433642
2009,Antigua and Barbuda,1,1,1.683332
2010,Antigua and Barbuda,1,1,0.476489
2011,Antigua and Barbuda,1,1,0.371918
2012,Antigua and Barbuda,1,1,1.402097
2013,Antigua and Barbuda,1,1,1.420217
1992,Montserrat,1,1,0.2
1993,Montserrat,1,1,0
1994,Montserrat,1,1,0
1995,Montserrat,1,1,0.2
1996,Montserrat,1,1,0.3
1997,Montserrat,1,1,0.4
1998,Montserrat,1,1,0
1999,Montserrat,1,1,0
2000,Montserrat,1,1,0
2001,Montserrat,1,1,0
2002,Montserrat,1,1,0
2003,Montserrat,1,1,0.10477
2004,Montserrat,1,1,0.093415
2005,Montserrat,1,1,0.014777
2006,Montserrat,1,1,0.287877
2007,Montserrat,1,1,0.00092
2008,Montserrat,1,1,0.019949
2009,Montserrat,1,1,0.075924
2010,Montserrat,1,1,0.000114
2011,Montserrat,1,1,0.088367
2012,Montserrat,1,1,0.201582
2013,Montserrat,1,1,0.048076
1992,Dominica,1,1,0.3
1993,Dominica,1,1,0.3
1994,Dominica,1,1,0.4
1995,Dominica,1,1,0.6
1996,Dominica,1,1,0.4
1997,Dominica,1,1,1.4
1998,Dominica,1,1,0.3
1999,Dominica,1,1,3.1
2000,Dominica,1,1,1.6
2001,Dominica,1,1,0.3
2002,Dominica,1,1,1.3
2003,Dominica,1,1,0.136007
2004,Dominica,1,1,0.424852
2005,Dominica,1,1,0.294196
2006,Dominica,1,1,0.917433
2007,Dominica,1,1,0.113146
2008,Dominica,1,1,0.300376
2009,Dominica,1,1,0.203275
2010,Dominica,1,1,0.311719
2011,Dominica,1,1,0.368569
2012,Dominica,1,1,0.084854
2013,Dominica,1,1,0.497825
1992,St Lucia,1,1,1.8
1993,St Lucia,1,1,1.8
1994,St Lucia,1,1,1.8
1995,St Lucia,1,1,1.6
1996,St Lucia,1,1,0.9
1997,St Lucia,1,1,1.2
1998,St Lucia,1,1,1.2
1999,St Lucia,1,1,1.3
2000,St Lucia,1,1,1.1
2001,St Lucia,1,1,1.3
2002,St Lucia,1,1,1.2
2003,St Lucia,1,1,0.974064
2004,St Lucia,1,1,0.88452
2005,St Lucia,1,1,0.905983
2006,St Lucia,1,1,15.72255
2007,St Lucia,1,1,1.365442
2008,St Lucia,1,1,1.377741
2009,St Lucia,1,1,1.172664
2010,St Lucia,1,1,1.331763
2011,St Lucia,1,1,1.501638
2012,St Lucia,1,1,1.577843
2013,St Lucia,1,1,0.795593
1992,St Vincent and the Grenadines,1,1,0.3
1993,St Vincent and the Grenadines,1,1,0.2
1994,St Vincent and the Grenadines,1,1,0.2
1995,St Vincent and the Grenadines,1,1,0.8
1996,St Vincent and the Grenadines,1,1,0.3
1997,St Vincent and the Grenadines,1,1,0.4
1998,St Vincent and the Grenadines,1,1,0.4
1999,St Vincent and the Grenadines,1,1,0.9
2000,St Vincent and the Grenadines,1,1,0.4
2001,St Vincent and the Grenadines,1,1,0.1
2002,St Vincent and the Grenadines,1,1,1.1
2003,St Vincent and the Grenadines,1,1,1.400167
2004,St Vincent and the Grenadines,1,1,0.195289
2005,St Vincent and the Grenadines,1,1,0.219694
2006,St Vincent and the Grenadines,1,1,0.033785
2007,St Vincent and the Grenadines,1,1,0.045062
2008,St Vincent and the Grenadines,1,1,0.015439
2009,St Vincent and the Grenadines,1,1,0.132583
2010,St Vincent and the Grenadines,1,1,0.151941
2011,St Vincent and the Grenadines,1,1,0.125966
2012,St Vincent and the Grenadines,1,1,0.28576
2013,St Vincent and the Grenadines,1,1,0.168334
1992,Grenada,1,1,0.4
1993,Grenada,1,1,0.7
1994,Grenada,1,1,0.8
1995,Grenada,1,1,0.2
1996,Grenada,1,1,0.2
1997,Grenada,1,1,0.3
1998,Grenada,1,1,0.6
1999,Grenada,1,1,1
2000,Grenada,1,1,1.8
2001,Grenada,1,1,2.3
2002,Grenada,1,1,0.4
2003,Grenada,1,1,0.22078
2004,Grenada,1,1,0.395518
2005,Grenada,1,1,0.36468
2006,Grenada,1,1,0.339449
2007,Grenada,1,1,0.257858
2008,Grenada,1,1,0.25179
2009,Grenada,1,1,0.196151
2010,Grenada,1,1,0.255395
2011,Grenada,1,1,0.164329
2012,Grenada,1,1,0.156255
2013,Grenada,1,1,0.275227
1992,Barbados,1,1,1.7
1993,Barbados,1,1,1.7
1994,Barbados,1,1,2.1
1995,Barbados,1,1,2.8
1996,Barbados,1,1,2
1997,Barbados,1,1,3.4
1998,Barbados,1,1,1.9
1999,Barbados,1,1,2.6
2000,Barbados,1,1,2.4
2001,Barbados,1,1,3.4
2002,Barbados,1,1,2.1
2003,Barbados,1,1,1.901525
2004,Barbados,1,1,1.542183
2005,Barbados,1,1,2.300468
2006,Barbados,1,1,2.844502
2007,Barbados,1,1,2.686977
2008,Barbados,1,1,3.481842
2009,Barbados,1,1,2.231404
2010,Barbados,1,1,2.891999
2011,Barbados,1,1,4.306062
2012,Barbados,1,1,4.291066
2013,Barbados,1,1,4.291267
1985,Trinidad and Tobago,1,1,108.5
1986,Trinidad and Tobago,1,1,82.9
1987,Trinidad and Tobago,1,1,56.6
1988,Trinidad and Tobago,1,1,64.5
1989,Trinidad and Tobago,1,1,59.1
1990,Trinidad and Tobago,1,1,86.4
1991,Trinidad and Tobago,1,1,68.8
1992,Trinidad and Tobago,1,1,57.7
1993,Trinidad and Tobago,1,1,59.5
1994,Trinidad and Tobago,1,1,86.9
1995,Trinidad and Tobago,1,1,119.8
1996,Trinidad and Tobago,1,1,105.1
1997,Trinidad and Tobago,1,1,126.9
1998,Trinidad and Tobago,1,1,78
1999,Trinidad and Tobago,1,1,76.4
2000,Trinidad and Tobago,1,1,164.3
2001,Trinidad and Tobago,1,1,274.2
2002,Trinidad and Tobago,1,1,131.3
2003,Trinidad and Tobago,1,1,310.453917
2004,Trinidad and Tobago,1,1,459.570515
2005,Trinidad and Tobago,1,1,544.7239
2006,Trinidad and Tobago,1,1,814.050211
2007,Trinidad and Tobago,1,1,694.728944
2008,Trinidad and Tobago,1,1,867.876212
2009,Trinidad and Tobago,1,1,394.393959
2010,Trinidad and Tobago,1,1,623.501723
2011,Trinidad and Tobago,1,1,590.701584
2012,Trinidad and Tobago,1,1,809.892864
2013,Trinidad and Tobago,1,1,651.091523
1985,Netherlands Antilles,1,1,160.5
1986,Netherlands Antilles,1,1,71.1
1987,Netherlands Antilles,1,1,21.2
1988,Netherlands Antilles,1,1,45.4
1989,Netherlands Antilles,1,1,25.4
1990,Netherlands Antilles,1,1,22.1
1991,Netherlands Antilles,1,1,98.1
1992,Netherlands Antilles,1,1,34.3
1993,Netherlands Antilles,1,1,30.7
1994,Netherlands Antilles,1,1,50.8
1995,Netherlands Antilles,1,1,23.4
1996,Netherlands Antilles,1,1,61.9
1997,Netherlands Antilles,1,1,54.3
1998,Netherlands Antilles,1,1,21.9
1999,Netherlands Antilles,1,1,21.7
2000,Netherlands Antilles,1,1,75
2001,Netherlands Antilles,1,1,61.4
2002,Netherlands Antilles,1,1,28.8
2003,Netherlands Antilles,1,1,78.198724
2004,Netherlands Antilles,1,1,21.825377
2005,Netherlands Antilles,1,1,48.955045
2006,Netherlands Antilles,1,1,127.320345
2007,Netherlands Antilles,1,1,85.573334
2008,Netherlands Antilles,1,1,139.279447
2009,Netherlands Antilles,1,1,47.612538
2010,Netherlands Antilles,1,1,57.219021
2011,Netherlands Antilles,1,1,162.787329
2011,Sint Maarten,1,1,0
2012,Sint Maarten,1,1,6.136117
2013,Sint Maarten,1,1,5.376529
2011,Curacao,1,1,0
2012,Curacao,1,1,70.515997
2013,Curacao,1,1,65.39483
1992,Aruba,1,1,8.5
1993,Aruba,1,1,19.3
1994,Aruba,1,1,44.6
1995,Aruba,1,1,44.6
1996,Aruba,1,1,38.7
1997,Aruba,1,1,59.6
1998,Aruba,1,1,60.5
1999,Aruba,1,1,44.1
2000,Aruba,1,1,102.2
2001,Aruba,1,1,204.1
2002,Aruba,1,1,82
2003,Aruba,1,1,54.564681
2004,Aruba,1,1,134.848092
2005,Aruba,1,1,156.802755
2006,Aruba,1,1,301.731745
2007,Aruba,1,1,278.032804
2008,Aruba,1,1,273.173946
2009,Aruba,1,1,173.547793
2010,Aruba,1,1,0.9474
2011,Aruba,1,1,48.82732
2012,Aruba,1,1,180.33838
2013,Aruba,1,1,4.603817
1992,Guadeloupe,1,1,0
1993,Guadeloupe,1,1,0.2
1994,Guadeloupe,1,1,0.2
1995,Guadeloupe,1,1,0
1996,Guadeloupe,1,1,0
1997,Guadeloupe,1,1,0.5
1998,Guadeloupe,1,1,0.8
1999,Guadeloupe,1,1,0.1
2000,Guadeloupe,1,1,0.2
2001,Guadeloupe,1,1,0.2
2002,Guadeloupe,1,1,0.4
2003,Guadeloupe,1,1,0.582286
2004,Guadeloupe,1,1,0.280278
2005,Guadeloupe,1,1,0.034983
2006,Guadeloupe,1,1,0.317389
2007,Guadeloupe,1,1,0.202982
2008,Guadeloupe,1,1,0.33489
2009,Guadeloupe,1,1,0.291853
2010,Guadeloupe,1,1,0.03853
2011,Guadeloupe,1,1,0.067702
2012,Guadeloupe,1,1,0.464502
2013,Guadeloupe,1,1,1.606386
1992,Martinique,1,1,0.2
1993,Martinique,1,1,0.2
1994,Martinique,1,1,0
1995,Martinique,1,1,0.3
1996,Martinique,1,1,0.2
1997,Martinique,1,1,0
1998,Martinique,1,1,0
1999,Martinique,1,1,0.2
2000,Martinique,1,1,0.1
2001,Martinique,1,1,0.2
2002,Martinique,1,1,0
2003,Martinique,1,1,0.067557
2004,Martinique,1,1,0.017626
2005,Martinique,1,1,0.011312
2006,Martinique,1,1,0.26764
2007,Martinique,1,1,0.202915
2008,Martinique,1,1,0.105502
2009,Martinique,1,1,0.003619
2010,Martinique,1,1,0.366621
2011,Martinique,1,1,0.077672
2012,Martinique,1,1,3.23515
2013,Martinique,1,1,0.913332
1985,Colombia,1,1,114.8
1986,Colombia,1,1,144.2
1987,Colombia,1,1,142.9
1988,Colombia,1,1,159.7
1989,Colombia,1,1,212.4
1990,Colombia,1,1,265.2
1991,Colombia,1,1,283.5
1992,Colombia,1,1,219.4
1993,Colombia,1,1,281.6
1994,Colombia,1,1,197.2
1995,Colombia,1,1,266.3
1996,Colombia,1,1,300.5
1997,Colombia,1,1,296.9
1998,Colombia,1,1,447.4
1999,Colombia,1,1,437.7
2000,Colombia,1,1,616.2
2001,Colombia,1,1,615.9
2002,Colombia,1,1,413.8
2003,Colombia,1,1,526.302499
2004,Colombia,1,1,600.670076
2005,Colombia,1,1,630.758695
2006,Colombia,1,1,778.214229
2007,Colombia,1,1,736.297482
2008,Colombia,1,1,1065.543563
2009,Colombia,1,1,690.138717
2010,Colombia,1,1,1061.325184
2011,Colombia,1,1,1629.098884
2012,Colombia,1,1,2015.63365
2013,Colombia,1,1,1952.194288
1985,Venezuela,1,1,481.6
1986,Venezuela,1,1,664.7
1987,Venezuela,1,1,366.6
1988,Venezuela,1,1,406.9
1989,Venezuela,1,1,517.5
1990,Venezuela,1,1,770.6
1991,Venezuela,1,1,871.1
1992,Venezuela,1,1,581.4
1993,Venezuela,1,1,686.2
1994,Venezuela,1,1,528.6
1995,Venezuela,1,1,772.4
1996,Venezuela,1,1,955.5
1997,Venezuela,1,1,1262.9
1998,Venezuela,1,1,918
1999,Venezuela,1,1,643.6
2000,Venezuela,1,1,1283.3
2001,Venezuela,1,1,1678.3
2002,Venezuela,1,1,916.3
2003,Venezuela,1,1,399.474686
2004,Venezuela,1,1,1764.850051
2005,Venezuela,1,1,2518.095071
2006,Venezuela,1,1,3140.60155
2007,Venezuela,1,1,2463.278621
2008,Venezuela,1,1,4224.855639
2009,Venezuela,1,1,2001.015733
2010,Venezuela,1,1,2222.112885
2011,Venezuela,1,1,3685.285991
2012,Venezuela,1,1,3224.633651
2013,Venezuela,1,1,3408.896297
1992,Guyana,1,1,8.2
1993,Guyana,1,1,9.1
1994,Guyana,1,1,5.6
1995,Guyana,1,1,6.4
1996,Guyana,1,1,4.2
1997,Guyana,1,1,5.5
1998,Guyana,1,1,13.6
1999,Guyana,1,1,8.5
2000,Guyana,1,1,8.6
2001,Guyana,1,1,12.1
2002,Guyana,1,1,11.3
2003,Guyana,1,1,10.168571
2004,Guyana,1,1,8.076382
2005,Guyana,1,1,8.814085
2006,Guyana,1,1,13.974754
2007,Guyana,1,1,6.860999
2008,Guyana,1,1,12.535806
2009,Guyana,1,1,9.85878
2010,Guyana,1,1,17.935574
2011,Guyana,1,1,25.458172
2012,Guyana,1,1,34.341479
2013,Guyana,1,1,48.287137
1992,Suriname,1,1,6.1
1993,Suriname,1,1,5.6
1994,Suriname,1,1,3.2
1995,Suriname,1,1,4.5
1996,Suriname,1,1,9
1997,Suriname,1,1,5.7
1998,Suriname,1,1,13.2
1999,Suriname,1,1,4.4
2000,Suriname,1,1,10.3
2001,Suriname,1,1,19.8
2002,Suriname,1,1,13.4
2003,Suriname,1,1,15.567007
2004,Suriname,1,1,14.37015
2005,Suriname,1,1,6.201474
2006,Suriname,1,1,11.528806
2007,Suriname,1,1,10.845439
2008,Suriname,1,1,8.200869
2009,Suriname,1,1,16.49351
2010,Suriname,1,1,10.747823
2011,Suriname,1,1,13.893524
2012,Suriname,1,1,28.155019
2013,Suriname,1,1,20.675839
1992,French Guiana,1,1,0.7
1993,French Guiana,1,1,0
1994,French Guiana,1,1,0
1995,French Guiana,1,1,0
1996,French Guiana,1,1,0
1997,French Guiana,1,1,0.1
1998,French Guiana,1,1,2.2
1999,French Guiana,1,1,0
2000,French Guiana,1,1,0
2001,French Guiana,1,1,0.1
2002,French Guiana,1,1,0
2003,French Guiana,1,1,3.043417
2004,French Guiana,1,1,0.000291
2005,French Guiana,1,1,0
2006,French Guiana,1,1,0.224499
2007,French Guiana,1,1,0
2008,French Guiana,1,1,0.025934
2009,French Guiana,1,1,0.000262
2010,French Guiana,1,1,0.004
2011,French Guiana,1,1,0.000024
2012,French Guiana,1,1,0
2013,French Guiana,1,1,0.004454
1985,Ecuador,1,1,188.9
1986,Ecuador,1,1,161.3
1987,Ecuador,1,1,103.6
1988,Ecuador,1,1,104.9
1989,Ecuador,1,1,126.5
1990,Ecuador,1,1,115.9
1991,Ecuador,1,1,97
1992,Ecuador,1,1,99.8
1993,Ecuador,1,1,106.5
1994,Ecuador,1,1,131.1
1995,Ecuador,1,1,159.9
1996,Ecuador,1,1,166.4
1997,Ecuador,1,1,121.6
1998,Ecuador,1,1,147.8
1999,Ecuador,1,1,131.4
2000,Ecuador,1,1,150.7
2001,Ecuador,1,1,190.1
2002,Ecuador,1,1,140.2
2003,Ecuador,1,1,198.877398
2004,Ecuador,1,1,311.633636
2005,Ecuador,1,1,432.379516
2006,Ecuador,1,1,655.142581
2007,Ecuador,1,1,564.564445
2008,Ecuador,1,1,918.490253
2009,Ecuador,1,1,374.755456
2010,Ecuador,1,1,639.411541
2011,Ecuador,1,1,702.447103
2012,Ecuador,1,1,584.118984
2013,Ecuador,1,1,1017.149404
1985,Peru,1,1,127.4
1986,Peru,1,1,78.9
1987,Peru,1,1,47.7
1988,Peru,1,1,53
1989,Peru,1,1,54.3
1990,Peru,1,1,54.8
1991,Peru,1,1,52.5
1992,Peru,1,1,73.1
1993,Peru,1,1,64.4
1994,Peru,1,1,60
1995,Peru,1,1,68.6
1996,Peru,1,1,102.5
1997,Peru,1,1,168.6
1998,Peru,1,1,125.5
1999,Peru,1,1,203.7
2000,Peru,1,1,162.7
2001,Peru,1,1,172.9
2002,Peru,1,1,157.3
2003,Peru,1,1,175.04362
2004,Peru,1,1,228.805894
2005,Peru,1,1,331.846994
2006,Peru,1,1,481.0925
2007,Peru,1,1,441.228417
2008,Peru,1,1,472.718905
2009,Peru,1,1,404.988749
2010,Peru,1,1,379.996696
2011,Peru,1,1,681.866855
2012,Peru,1,1,573.253004
2013,Peru,1,1,632.257325
1992,Bolivia,1,1,15.1
1993,Bolivia,1,1,13.4
1994,Bolivia,1,1,19.1
1995,Bolivia,1,1,24.1
1996,Bolivia,1,1,24.1
1997,Bolivia,1,1,25.7
1998,Bolivia,1,1,17.9
1999,Bolivia,1,1,19.3
2000,Bolivia,1,1,14.1
2001,Bolivia,1,1,14.8
2002,Bolivia,1,1,16.4
2003,Bolivia,1,1,15.030633
2004,Bolivia,1,1,13.093784
2005,Bolivia,1,1,16.435689
2006,Bolivia,1,1,42.014073
2007,Bolivia,1,1,40.311793
2008,Bolivia,1,1,22.662913
2009,Bolivia,1,1,30.843489
2010,Bolivia,1,1,44.507533
2011,Bolivia,1,1,63.765335
2012,Bolivia,1,1,110.57352
2013,Bolivia,1,1,298.155805
1985,Chile,1,1,57.8
1986,Chile,1,1,90
1987,Chile,1,1,65.8
1988,Chile,1,1,128.8
1989,Chile,1,1,138.4
1990,Chile,1,1,132.7
1991,Chile,1,1,146.3
1992,Chile,1,1,147.4
1993,Chile,1,1,144
1994,Chile,1,1,157.7
1995,Chile,1,1,160.4
1996,Chile,1,1,210.5
1997,Chile,1,1,259
1998,Chile,1,1,205
1999,Chile,1,1,282
2000,Chile,1,1,319.2
2001,Chile,1,1,390.5
2002,Chile,1,1,447.4
2003,Chile,1,1,400.21646
2004,Chile,1,1,358.582022
2005,Chile,1,1,670.291963
2006,Chile,1,1,843.349493
2007,Chile,1,1,941.010838
2008,Chile,1,1,766.554781
2009,Chile,1,1,731.490842
2010,Chile,1,1,833.261668
2011,Chile,1,1,872.563361
2012,Chile,1,1,798.996638
2013,Chile,1,1,1109.446447
1985,Brazil,1,1,751.5
1986,Brazil,1,1,631.2
1987,Brazil,1,1,492.9
1988,Brazil,1,1,784.1
1989,Brazil,1,1,706.3
1990,Brazil,1,1,733.7
1991,Brazil,1,1,679.5
1992,Brazil,1,1,624.2
1993,Brazil,1,1,536.7
1994,Brazil,1,1,686.2
1995,Brazil,1,1,804.8
1996,Brazil,1,1,741
1997,Brazil,1,1,869.9
1998,Brazil,1,1,799.3
1999,Brazil,1,1,767.6
2000,Brazil,1,1,1099
2001,Brazil,1,1,1360
2002,Brazil,1,1,1093
2003,Brazil,1,1,1434.333961
2004,Brazil,1,1,1393.365326
2005,Brazil,1,1,2038.070725
2006,Brazil,1,1,2006.435172
2007,Brazil,1,1,2045.625431
2008,Brazil,1,1,2283.882839
2009,Brazil,1,1,1810.866138
2010,Brazil,1,1,1942.338948
2011,Brazil,1,1,2206.19446
2012,Brazil,1,1,3003.429129
2013,Brazil,1,1,2156.339523
1985,Paraguay,1,1,1.7
1986,Paraguay,1,1,0.6
1987,Paraguay,1,1,4.1
1988,Paraguay,1,1,1.9
1989,Paraguay,1,1,3.9
1990,Paraguay,1,1,5.1
1991,Paraguay,1,1,3.4
1992,Paraguay,1,1,3.3
1993,Paraguay,1,1,6.9
1994,Paraguay,1,1,3.3
